name,tags
Ты можешь изменить мир. Как 57 подростков боролись за свои идеалы — и победили ,этот вдохновля книг рассказыва истор бол чем современ подросток котор осмел измен мир в котор он жит автор бестселлер маргарет рук спрос подросток о он оп волонтерств социальн предпринимательств и активизм в интернет и за он предел в интерв молод гер рассказа он как жит в мир одержим знаменит лайк и внешн вид отказыва соответствова чуж ожидан книг охватыва важн обществен вопрос так как эколог активизм социальн сред помощ пострада инклюзивн сексуальн рас буллинг и друг книг послуж вдохновля пример а он гер ролев модел для современ подросток фишк книг мы хотет чтоб содержим книг быт применим к российск реал а пот снабд он предислов от отечествен эксперт и добав нескольк российск гер книг лауреат прем для кто этот книгадл ве молод человек котор люб чита вдохновля истор и задумыва о тот как польз он моч принест как пут самореализац выбра саморазвит и личностн рост Саморазвитие и личностный рост
Читающий мозг в цифровом мире ,книг чита мозг в цифров мир посвят один из сам загадочн област в организм человек мозг а имен тот как он воспринима и обрабатыва текст наскольк инач начина функционирова мозг когд информац в он поступа с экра гаджет ил с печатн страниц когд имен включа рефлекс способн к критическ мышлен и тп есл мы наход в сфер цифров пространств саморазвит и личностн рост Саморазвитие и личностный рост
Счастье по-норвежски. Фрилуфтслив — искусство жить и не париться ,фрилуфстсл философ счаст под открыт неб гармон с природ и отказ от надоест городск рутин счаст по норвежск эт свобод свеж воздух и активн отд попробова он на вкус саморазвит и личностн рост Саморазвитие и личностный рост
"Выигрывает каждый. Как добиться успеха, помогая другим ",пошагов руководств позволя поня рол доброт и сочувств в делов общен и разв в себ этот чувств саморазвит и личностн рост Саморазвитие и личностный рост
Год без заморочек. Как избавиться от мусора в голове и начать жить полноценной жизнью ,этот книг практическ руководств по избавлен от заморочекизмучен и переутом адвокат триатлонист жен и мам меред этвуд однажд утр реш что с он хват он не повест сво ребенок в школ не пойт на работ пропуст тренировк когд он подня с постел нескольк час спуст то обнаруж записк от муж ряд с два пуст бутылк вин и пачк неоплачен счет ты нужн взят себ в рукиснут эт момент для меридет нача пут принят себ он проанализирова сво жизн и обнаруж множеств заморочк котор меша он дела то что хотет и чувствова себ счастлив саморазвит и личностн рост Саморазвитие и личностный рост
Привычка гения. Как одна привычка может полностью изменить вашу работу и вашу жизнь ,автор этот книг ведущ бизнес консультант разработчик стратег эффективн и лектор за год сотрудничеств с крупн компан прийт к тверд убежден что кажд человек в чем то гениальн и что работ моч и бол тот должн принос радост и удовлетворен ключ к успех в самопознан есл выяв сво уникальн способн и науч применя он част доб впечатля результат быт легк вооруж привычк ген и трекер продуктивн уникальн инструмент разработа лор гарнетт вы шаг за шаг постро карьер сво мечт возможн вы испытыва то же что испыта и я на пут к карьер мечт возможн работ вы не устраива возможн вы чувствова что не раскрыва сво потенциа возможн вы пыта стат кто то друг мо цел помоч вы осозна кто вы ест на сам дел и усво один привычк котор принест вы ощущен счаст от работ и гарантирова успех лор гарнетт саморазвит и личностн рост Саморазвитие и личностный рост
"Комплект. Идеальный подарок ""Будь счастлива!"" 3 книги, которые помогут полюбить и принять себя (Идеальных не бывает + Вместе или врозь + Tell me more) ",саморазвит и личностн рост Саморазвитие и личностный рост
Творческие. Как долго и эффективно работать с творческими людьми ,из этот книг вы узна как выяв творческ человек на стад собеседован как определ тип поведен творческ сотрудник и найт к он подход как справля с кризис творческ человек как распростран ошибк допуска руководител в работ с творческ сотрудник как правильн распределя рол и задач в творческ команд как руководител не подойт для работ с творческ команд как подключ интуиц для работ с творческ сотрудник цитат реша люб конфликтн ситуац в творческ команд необходим вначал чтоб исключ раздут проблем в конец когд ты призна себ творческ ты будт все сход с рук можн залетет в кабинет к руководител переб он и нецензурн высказа все претенз и все сказа он хотет как хорош прост он творческ и так выража мысл творческ руководител отличн понима сотрудник и придумыва мног интересн игр для поддержан весел в коллект человек действительн нужн тонус чтоб люб работ тольк усердн стара он чувствова ценност сво дел нужн помн что у творческ человек больш развит прав полушар котор отвеча за обработк образ дава он возможн занима искусств фантазирова мечта и придумыва саморазвит и личностн рост Саморазвитие и личностный рост
Сам себе психолог ,жизн для вы понос жилетк зло мачех а то и вовс преисподн не отчаива откр этот книг и вы смоч обуч при дзюд прот депресс осво техник расслаблен и успокоен познаком с хит американск психолог ассертивностьюэт книг дат назван цел сер содержа конструктивн совет тест и занимательн игр котор науч хорош поня себ и друг постич тайн преодолен душевн кризис человеческ переживан мышлен и поведен сложн но вполн познава и поддава влиян хотет провер нача с себ руководств к действ перед вы саморазвит и личностн рост Саморазвитие и личностный рост
Спокойствие. Стоицизм – путь мудреца ,вы в гнев вы одолева страх не знат как переж потер этот книг прост и понятн руководств для решен этическ и психологическ проблемв науч контролирова сво мысл и действ переста трат врем и сил на то что измен невозможн быт внимательн и терпим к человек эмоциональн состоян прийт в норм вы стат хорош верс себястоицизм помоч вы привест жизн в порядок науч контролирова мысл и эмоц управля сво поведен так чтоб действова на благ себ и человек вокруг стоицизм науч вы дума по новомублагодар практическ задан вы разв полезн навык котор обязательн пригод в дальн саморазвит и личностн рост Саморазвитие и личностный рост
Girl Power (комплект из 3-х книг) ,комплект саморазвит и личностн рост Саморазвитие и личностный рост
"Хонджок (голубой). Искусство быть одному. Хили Ф., Тай К. ",хонджок южнокорейск термин для обозначен человек предпочита занима сво дел в одиночеств для тот кто одиночеств приня и полюб жизн в стил хонджок основа на тот чтоб отверга давлен обществ и получа удовольств от тот чтоб быт наедин с себ этот книг раскр перед вы все возможн и удовольств жизн в стил хонджок он подсказа вы скольк врем вы сто провод наедин с себ для поддержан гармоничн жизн и сопровожда вы в пут к открыт ваш собствен я к тот чтоб вы моч стат ещ хорош и счастлив жизн в стил хонджок эт жизн в котор у вы достаточн врем для себ жизн в котор ест возможн замедл бег останов и наслад обществ сам себ жизн в котор вы наконец смоч почувствова себ свободн саморазвит и личностн рост Саморазвитие и личностный рост
Почему я не могу сделать карьеру?. Дельцов В. ,дат книг интересн ве кто хот бы раз в жизн задава вопрос поч мног человек стрем вверх по карьерн лестниц част не моч достигнут жела высот как реальн причин он неудач предлож вниман читател книг помоч разобра в внешн причин препятствова карьерн рост а такж в внутрен субъективн фактор котор меша мног продвинут по служебн лестниц саморазвит и личностн рост Саморазвитие и личностный рост
как реализовать себя с помощью подсознания ,кризис повторя он нужн планирова и готов к он как к врем перем и возможн и готов на ве уровен материальн эмоциональн психологическ постоя уч нов смотрет что происход вокруг уч просчитыва ситуац хот бы на нескольк шаг вперед а хорош на нескольк год и даж десятилет да что там в идеа полезн имет план на ве жизн да пуст гибк постоя меня но эт хорош чем не имет никакогонатал лапшич лайф коуч практическ психолог и гипнотерапевт описыва в этот книг авторск систем помога выход из кризис с польз для себ вы узна как достига постав цел как развива интуиц как жит в поток и подруж с удач вы получ дневн пошагов программ котор помоч вы расшир горизонт и достигнут жела цел а такж ежедневн проверочн вопрос и рекомендац котор помоч закреп предлож автор алгоритм достижен цел в разн област жизн издан подойт ве кто интересова процесс саморазвит и работ с подсознан саморазвит и личностн рост Саморазвитие и личностный рост
Жизнь прекрасна (комплект) ,прекрасн подарок для тот кто хотет измен жизн к хорош в нов год дерзк и смел книг подсказа как достига жела цел и науч жит легк и счастлив магическ пофигизм супербестселлер о тот как разумн пофигизм помоч вы избав от ве лишн в сво жизн и направ энерг на действительн важн дел и отношен токсичн миф раскр глаз на ложн установк меша вы быт счастлив и сформирова нов здоров подход к жизн себ и окружа саморазвит и личностн рост Саморазвитие и личностный рост
"Как держать здоровье под контролем, чтобы чувствовать себя  на 100% ",надежн план по поддержан себ в оптимальн форм чек лист и практическ рекомендац котор можн адаптирова под сво целиответ на главн и сам част вопрос о биохакинг мотивирова истор человек котор уж стат кручеподборк книг лекц фильм и гаджет для биохакер на котор не жал потрат врем и деньгибиохакинг как набор стратег по улучшен качеств жизн и он продолжительн давн вызыва интерес в ве мир один из автор этот книг российск бизнесм арт голдма реш провер действен этот стратег на себ и приня участ в полугодов эксперимент по биохакинг фиксирова все сво показател и результат врач терапевт алекс безымя внимательн отслежива ход эксперимент отмеча происход с арт изменен этот сведен леч в основ книг такж на он страниц вы найт ответ на главн вопрос о биохакинг систематизирова сведен о современ технолог управлен здоров совет российск и миров учен и спортсм анкет опытн биохакер теор и практическ задан полезн подборк ресурс и гаджетовоб авторахарт голдма предпринимател бизнес консультант и инвестор в г войт в список успешн предпринимател до год американск соосновател компан основа проект искусствен интеллект заменя работ иммиграцион юрист быт партнер венчурн фонд автор стат для биохакер участник эксперимент по биохакинг совместн с просветительск интернет ресурс теор и практикиалекс безымя врач терапевт высок категор телерадиоведущ медицинск программ лауреат прем правительств москв в област медицин наград орд пирог за работ в период саморазвит и личностн рост Саморазвитие и личностный рост
Просто делай! Делай просто! Видеокнига + Делай! Ежедневник №1 (комплект) ,прост дела дела прост видеокниг дела ежедневник комплект саморазвит и личностн рост Саморазвитие и личностный рост
"Общайся лучше, чем Карнеги. Как побеждать в играх, в которые мы все играем ",два велик психолог хх столет дейл карнег и эрик берн посвят сво жизн вопрос эффективн общенияиспользова авторск методик в комплекс вы моч не тольк повыс качеств общен но даж измен жизньд карнег педагог известн исследовател человеческ природ э берн психолог и психиатр изуча межличностн отношенияглавн задач этот книг обуч эффективн общен исправ ошибк ведущ к неудач в коммуникац помоч стат успешн и удовлетвор жизн человек вперв под один обложк собра сам действен и эффективн упражнен основа на методик дейл карнег и эрик берн небольш книг с огромн польз саморазвит и личностн рост Саморазвитие и личностный рост
Ты просто огонь! Как стать блистательной ,джен хэтмейкер помоч ты поня как повер в себ как обрест внутрен свобод как воплоща сво мечт в жизньт достойн исполнен сво желан даж сам фантастическ сам неординарн ты достойн лучшеготв личност в ве он красот причуд талант мечт убежден эт незаменим дар наш мир ты прекрасн ты блиситательн саморазвит и личностн рост Саморазвитие и личностный рост
I AM THAT GIRL. Как перестать играть чужие роли и стать собой ,переста прислушива к голос в сво голов котор говор что вы недостаточн хорош переста беспоко что у вы нет идеальн тел идеальн работ идеальн отношен ил ещ что то идеальн переста позволя друг человек определя ваш границ и нача жит тот жизн котор действительн хотет прям сейчас тот на котор у вы не хвата смелост но котор абсолютн реальн алексис джонс основател некоммерческ организац для женщин мотивацион оратор и активистк предлага нача игра по сво прав пор уж сброс маск и стат тот сам девушк смел стойк настоя решительн немн неидеальн но уникальн и любя себ несмотр ни на что саморазвит и личностн рост Саморазвитие и личностный рост
"Смотритель хрупкого мира. Как плыть по течению и всегда оказываться там, где нужно ",я смотрител хрупк мир я умет видет скрыт механизм вселен котор словн по волшебств запуска невероятн событ в ваш жизн этот маленьк мудр книг объясня как случайн разговор ил незначительн решен моч спуст нескольк год привест вы туд где вы и не надея оказа он уч пользова тайн рычаг мироустройств чтоб без жертв и сверхусил достига жела а ещ незаметн трансформирова ваш реальност превраща окружа пространств в хорош мест на земл саморазвит и личностн рост Саморазвитие и личностный рост
"Альфа-женщина. Как стать женщиной, ради которой мужчины готовы на все ",этот книг рассказа о систем альф женщин и помоч вы притянут в сво жизн достойн мужчин перезагруз и перевест нов уровен отношен с любим мужчин разобра в себ и подня сво женск самооценк получа больш удовольств от жизн и отношен саморазвит и личностн рост Саморазвитие и личностный рост
Манипулирование. Методики в иллюстрациях ,корсун александр эксперт в област конкурентн разведк и безопасн бизнес в книг представ хорош метод скрыт влиян на человек подобн знан необходим в люб деятельн при работ с человек для ве кто интересова психолог человеческ отношен и жела осво надежн защит от манипулятор саморазвит и личностн рост Саморазвитие и личностный рост
Ловушки и иллюзии мозга ,в книг ловушк и иллюз мозг представ типичн ошибк мышлен так называ когнитивн искажен науч он определя и прорабатыва вы смоч хорош поня себ и окружа а такж выстраива коммуникац правильн саморазвит и личностн рост Саморазвитие и личностный рост
"Автономная личность. Как строить личные границы, а не стены ",привет я ануш манася я нача писа чтоб уменьш сво личн страдан а в результат помоч друг человек налад сво жизн и отношен с окружающим переж личностн кризис котор возможн и вы сейчас пережива и имен этот кризис откр я дорог к нов гармоничн настоящемутепер я знат сво истин желан и потребн понима что дела с страх детск травм деструктивн установк знат как переста цепля за друг человек не зависет от он умет защища сво личн границ разреша себ то что хотет работа с чувств вин брат ответствен на себ за сво решен в этот книг я подел с вы сво оп гармонизац жизн я писа о тот что переж сам и дава информац котор получ на личн психотерап и в врем обучен быт жестк но честн некотор вещ быт болезнен эт хорош знач вы видет проблем а эт серьезн шаг к он разрешен саморазвит и личностн рост Саморазвитие и личностный рост
Опыт дурака 6. Как работает интуиция ,мы тонем в бесконечн поток противоречив информац мы все трудн слыша сво мысл и распознава сво подлин желан в результат мы начина сомнева почт в ве что мы окружа в тот числ в собствен решен нов книг мирзакар норбек науч вы работа с шест чувств интуиц автор подел действен практик котор помоч вы разв интуиц пробуд дрема талант и получ возможн верн выбор в жизн саморазвит и личностн рост Саморазвитие и личностный рост
"Хорошие девочки тоже говорят ""нет"". Как преодолеть 9 страхов, которые мешают добиваться своего ",вы когд ниб чувствова что застря в сво жизн как в болот из ве сил пыта и не моч найт врем для себ и сво желан а иногд не моч даж он сформулирова в сво книг хорош девочк тож говор нет рэйчел холлис автор бестселлер и создател многомиллион корпорац указыва на ловушк проблем и отговорк котор меша мы достигнут цел откровен и весел рассказыва о сво оп и ошибк и дава конкретн совет как созда жизн мечт саморазвит и личностн рост Саморазвитие и личностный рост
Поговорим о смерти за ужином. Как принять неизбежное и начать жить ,в наш обществ ест один табуирова тем говор о котор не приня тем смерт а межд тем эт естествен и неизбежн част цикл жизнимайкл хебб основател компан котор занима организац зван обед посвят разговор о смерт там обсужда все от философск аспект до практическ вопрос так как завещан и планирован похоронэт практическ руководств к сам сложн но важн разговор в ваш жизн разговор о смерт книг рассказыва о тот как приня все оттенок смерт чтоб получ больш свобод и заж по настоя полн жизньюм приглаша вы к стол чтоб вмест преодолет внутрен ограничен и преврат он в возможн котор моч измен не тольк то как мы умира но и то как мы жит саморазвит и личностн рост Саморазвитие и личностный рост
"что делает книгу успешной, а автора — знаменитым. Учебник для амбициозных новичков ",вы мечта что однажд написа успешн книг у вы ест все задаток для эт но вы не хотет зря расходова сил и соверша дурацк ошибкиэтот учебник пошагов руководств для новичок котор пыта найт сво пут в литератур вы узна что сто за коммерческ успех миров бестселлер и как выраст в себ настоя писателяавтор учебник эльвир барякин на счет котор книг опубликова как в росс так и за рубеж он образовательн порта справочник писател ежегодн посеща бол полмиллион человек саморазвит и личностн рост Саморазвитие и личностный рост
Гибкий тайм-менеджмент. Как быть максимально производительным во времена тотального выгорания ,мы неправильн использова сво врем к так вывод прийт сам известн менталист франц и автор бестселлер фаб оликар врем котор автор уч генерирова позвол вы быт бол продуктивн в профессиональн план вы обнаруж как мног вокруг вы свободн врем и как приятн он распоряжа вы такж созда врем для окружа вы человек в ваш рук совет концепц и соображен разработа автор на протяжен ве рабоч деятельн о автор фаб оликар сам знаменит менталист в франц звезд у он кана почт миллион подписчик цитат чтоб избежа трудност больш проект раздел он и добав в сво расписан один пункт для ежедневн выполнен вы не быт чувствова существен дополнительн нагрузк и бол плавн достигнут конечн результат никогд не предреша качеств тот что вы собира дела ил выгод прост предполож что эт всегд быт больш чем нич не дела не быт эмоциональн ослеп больш цел наслажда кажд выполн задач кажд момент когд вы уважа сво личн достижен празднова когд выполн трудн задач а не доб огромн успех котор не всегд зависет от вы чтоб имет бесконечн врем нужн умет определя приоритет присваива балл кажд вы смоч организовыва сво ден без потер быстр дела то что вы больш ве боя вы выигрыва по два позиц маленьк умствен нагрузк и больш свободн врем саморазвит и личностн рост Саморазвитие и личностный рост
Думай как монах. Прокачай свою жизнь ,как измен сво жизн дже шетт брос все и стат мон но вы не обязательн действова стол радикальн чтоб извлеч выгод из древн мудрост науч быт благодарн а знач укреп иммун систем настроен и качеств сон овладет разум а знач справ с негат и преодолет дурн мысл с помощ медитац обрест уверен в себ и сосредоточен на достижен цел благодар навык сострадан улучш ваш отношен с людьмидж шетт бизнесм стат буддийск мон а нын мотивацион спикер коуч и популярн блогер числ подписчик котор превыша млн ведущ специалист по развит личност сво предназначен он видет в тот чтоб мысл и действова как мон жив в мир и помога друг обрест эт бесцен умен гост он подкаст уж стат ювал харар хлы кардашья алиш киз коб брайант мэт маккон гвинет пелтро рассест брендт год журна включ дже шетт в сво ежегодн рейтинг до этот книг уч быт архитектор собствен жизнидипак чопр врач писательсверхспособн дже шетт подава сложн знан понятн и доступн иде излож в он книг легк осуществля на практикеуилл смит обладател прем грэмм актер дже шетт редк дар вставля древн мудрост к мест наполня глубок смысл повседневн привычн мы вещиариан хаффингтон журналист писател спикер саморазвит и личностн рост Саморазвитие и личностный рост
"Доктор, почему Гарри Поттер? Персонажная психология в жизни ",что сказк моч науч мы в реальност на сам дел очен мног в сво нов книг юр вагин рассмотрет феном книг о гарр поттер с точк зрен психолог и детальн разобра все особен поведен гер и то наскольк примененим и объясним он поступок саморазвит и личностн рост Саморазвитие и личностный рост
"Дикий сердцем. Как найти призвание, добиться любимой женщины и стать хозяином своей жизни ",джон элдридж автор миров бестселлер тираж котор превыс три миллион экземпляр благодар он тренинг и лекц тысяч мужчин насла сво предназначен а тысяч женщин науч понима мужчин и видет сво спутник так как он созда природ сильн смел независимымиэт книг манифест свободн человек он содержа прав счастлив жизн наполн страст приключен и побед а не список должн и нужноавтор уч слыша сво истин желан идт за сво призван оставля позад детск обид и понима любим женщин саморазвит и личностн рост Саморазвитие и личностный рост
Feminist fight club. Руководство по выживанию в сексистской среде ,сексизм на работ добр пожалова в феминистск бойцовск клубмужчин инстинктивн прос женщин конспектирова встреч принима он за секретарш личн жизн сотрудник женщин всегд интересова работодател больш чем сотрудник мужчин вы уж вы замуж в декрет собира женщин част приход быт в два раз крут и безупречн чем мужчин чтоб доб успех хват эт терпет пор вступа в феминистск бойцовск клуб джессик беннетт перв редактор в пишущ про гендерн проблем в сво книг говор о тонк сексизм и предвзят котор влия на распределен власт на рабоч мест он книг полн искрометн и беспощадн юмор науч васборот с сексизм на работ идентифицироватьвраг и дава отпор переста саботирова сво успех основа собствен феминистск бойцовск клуб для побед в войн с неравенств саморазвит и личностн рост Саморазвитие и личностный рост
"Мудрость беспокойства. Как научиться слушать себя, когда сердце не на месте ",все мы времен испытыва тревог мы беспоко за сво здоров отношен карьер и близк мы все врем каза что с мы что то не так что мы не оправдыва сво и чуж ожидан для некотор изнурительн состоян тревог явля хроническ мы ве сил стара избав от сво переживан но так ли эт необходим в сво книг психотерапевт шер пол показыва как заглянут внутр наш тревог и обнаруж важн сообщен котор он нест мы из наш подсознан из этот книг вы узна как управля навязчив мысл как исследова чувств одиночеств апат сожален и стыд не попада под он влиян как воспита в себ любя внутрен родител как созда здоров личн ритуа для снят тревог как сниз беспокойств в отношен с близк и ребенок саморазвит и личностн рост Саморазвитие и личностный рост
"Тебе решать, что будет дальше. Как найти в себе силы противостоять невзгодам и решиться на перемены ",международн бестселлер нов книг нил пасрич автор бестселлер прода миллион тираж и всемирн известн спикер эт вдохновля откровен о тот как мы моч измен сво отношен к неудач и повыс жизнестойк и оптимизм поч жизн с кажд год станов все тяжел как найт сил и подня посл очередн удар судьб как нача жит осозна у мы больш нет сил и способ справля с прова вмест тот чтоб встат и продолжа пут посл паден мы лож на дорог и плач мал неудач ил прост он вероятн дела мы хрупк фарфоров кукл соцсет кажд ден доказыва что мы недостаточн хорош вчерашн бабочк в живот сегодн превраща в паническ атак огромн количеств человек страда от тревог депресс и одиночеств но шанс на спасен ест нил пасрич раскрыва секрет жизнестойк котор науч эффективн справля с проблем и выз и получа удовольств от жизн из этот книг вы узна как за два минут по утр избав от стресс три вопрос котор помоч переписа сво истор один слов открыва нов возможн посл прова поч вы необходим ден неприкаса саморазвит и личностн рост Саморазвитие и личностный рост
Любовь не по сценарию ,любов не по сценар эт трогательн истор прост девчонк из самар котор приеха покоря москв без грош в карма и сумет стат известн нелл ермола без прикрас рассказыва о род в май воспитан ребенок работ на телевиден закулис дом борьб с различн комплекс поиск себ и разработк собствен имидж сдела он популярн а он вывод из этот истор наверняк быт полезн ве тем кто захотет пойт по он стоп и прочита этот книг саморазвит и личностн рост Саморазвитие и личностный рост
Любовь как цель ,почт все хотет узна секрет прочн доверительн и счастлив отношен котор бы наполн жизн радост и душевн пок в книг любов как цел мотивацион спикер майкл тодд четк структурирова все этап отношен межд мужчин и женщин разбира кажд по отдельн и подробн рассказыва о сложност и нюанс тот ил ин период даж сам скептическ настро читател майкл возвраща уверен в тот что он под сил избав от одиночеств постро здоров отношен и обрест настоя любов саморазвит и личностн рост Саморазвитие и личностный рост
"Оптимизм, который убивает. Большое исследование человеческой опрометчивости ",поч человек раз за раз соверша убийствен глупост закрыва глаз на соблюден прав противопожарн безопасн и провоцирова гибел сотн человек снос в врем ремонт несущ стен и станов причин обрушен жил дом тайн слива в мор химическ отход и убива все жив на тысяч мил вокруг откуд в мы брат этот почт магическ вер что все обойт бин венкатарама бывш советник обам по климат представля новаторск исследован опрометчив на пример от древн помп до современ фукус автор объясня поч человечеств до се пор наступа на один и тот же грабл несмотр на сво огромн оп как рол в эт игра наш биологическ особен окружа сред и культур и как мы моч останов собствен безрассудств саморазвит и личностн рост Саморазвитие и личностный рост
